Trip ID,Traveller Name,Departure Date,Return Date,Departure City,Arrival City,Activities
742,Deacon Cisneros,08/09/2024,13/09/2024,Prague,Paris,"Art Exhibitions, Beach Volleyball, Karaoke Nights, Hiking Excursions, Dancing Classes"
743,Nikolai Hernandez,04/09/2024,15/09/2024,Barcelona,Lisbon,"Scavenger Hunts, Zip Line Adventures, Group Cycling Tours, Concerts, Segway Tours"
744,Julien Garrett,04/12/2024,16/12/2024,Barcelona,London,"Football Matches, Snorkeling Tours, Hot Air Balloon Rides, Hiking Excursions, Zip Line Adventures"
745,Maeve Guerra,26/05/2024,30/05/2024,Dublin,Paris,"Kayaking, Cooking Classes, Wine Tasting, Theme Parks, Dancing Classes"
746,Jayden Warren,10/07/2024,20/07/2024,Vienna,Paris,"Dancing Classes, Zip Line Adventures, Cooking Classes, Sightseeing Tours, Pub Crawls"
747,Victoria Larson,26/04/2024,09/05/2024,Lisbon,Munich,"Theme Parks, Concerts, Wine Tasting, Group Cycling Tours, Sightseeing Tours"
748,Donavan Daniels,16/04/2024,24/04/2024,Milan,Berlin,"Hot Air Balloon Rides, Kayaking, Wine Tasting, Scavenger Hunts, Food Tours"
749,Salvador Irwin,28/01/2024,09/02/2024,Amsterdam,Vienna,"Kayaking, Food Tours, Segway Tours, Theme Parks, Zip Line Adventures"
750,Jagger Santana,23/11/2024,01/12/2024,London,Zurich,"Snorkeling Tours, Escape Rooms, Football Matches, Scavenger Hunts, Hiking Excursions"
751,Keshawn Freeman,04/01/2024,18/01/2024,Budapest,London,"Concerts, Karaoke Nights, Cooking Classes, Art Exhibitions, Pub Crawls"
752,Ty Davis,20/10/2024,23/10/2024,London,Milan,"Group Cycling Tours, Kayaking, Cultural Festivals, Art Exhibitions, Hiking Excursions"
753,Luciana Trevino,14/07/2024,20/07/2024,Zurich,Madrid,"Wine Tasting, Cultural Festivals, Zip Line Adventures, Theater Performances, Sightseeing Tours"
754,Alessandro Moore,23/09/2024,02/10/2024,Brussels,Lisbon,"Hot Air Balloon Rides, Pub Crawls, Dancing Classes, Football Matches, Concerts"
755,Adolfo Roy,16/12/2024,28/12/2024,Berlin,Florence,"Concerts, Pub Crawls, River Cruises, Zip Line Adventures, Hiking Excursions"
756,Malik Burns,06/04/2024,14/04/2024,Munich,Dublin,"Segway Tours, Scavenger Hunts, Hot Air Balloon Rides, Food Tours, Wine Tasting"
757,Anabella Stone,03/05/2024,07/05/2024,Brussels,Madrid,"Hot Air Balloon Rides, Theater Performances, Sightseeing Tours, Art Exhibitions, Theme Parks"
758,Isabel Yu,25/01/2024,04/02/2024,Rome,Amsterdam,"Food Tours, Hiking Excursions, Wine Tasting, Hot Air Balloon Rides, Rock Climbing"
759,Britney Beck,18/10/2024,25/10/2024,London,Berlin,"Food Tours, Scavenger Hunts, Pub Crawls, Cultural Festivals, Group Cycling Tours"
760,Braiden Lara,18/05/2024,26/05/2024,Zurich,Barcelona,"Hiking Excursions, Cooking Classes, Group Cycling Tours, Hot Air Balloon Rides, Zip Line Adventures"
761,Nicole Hensley,19/09/2024,24/09/2024,Lisbon,Rome,"Hiking Excursions, Hot Air Balloon Rides, Concerts, Food Tours, Sightseeing Tours"
762,Coleman Pratt,14/07/2024,18/07/2024,London,London,"Food Tours, Wine Tasting, River Cruises, Escape Rooms, Segway Tours"
763,Layton Huff,20/09/2024,26/09/2024,Munich,Zurich,"Snorkeling Tours, Concerts, Art Exhibitions, Karaoke Nights, Hiking Excursions"
764,Gaige Gallegos,08/11/2024,19/11/2024,Lisbon,Dublin,"Scavenger Hunts, Snorkeling Tours, Zip Line Adventures, Pub Crawls, Escape Rooms"
765,Zoe Austin,18/02/2024,25/02/2024,Milan,Zurich,"Group Cycling Tours, Cooking Classes, Karaoke Nights, River Cruises, Hiking Excursions"
766,Mariela Short,13/09/2024,20/09/2024,Budapest,Madrid,"Hot Air Balloon Rides, Concerts, Karaoke Nights, Zip Line Adventures, Hiking Excursions"
767,Finn Skinner,12/08/2024,20/08/2024,Florence,Milan,"River Cruises, Art Exhibitions, Segway Tours, Kayaking, Snorkeling Tours"
768,Sylvia Hull,06/12/2024,19/12/2024,Brussels,Paris,"Cooking Classes, Escape Rooms, Football Matches, Segway Tours, Hiking Excursions"
769,Mareli Dunn,18/06/2024,01/07/2024,Barcelona,Amsterdam,"Art Exhibitions, Football Matches, Theme Parks, Pub Crawls, Karaoke Nights"
770,Brooklyn Ruiz,29/06/2024,10/07/2024,Munich,Lisbon,"Dancing Classes, Segway Tours, Pub Crawls, Karaoke Nights, Wine Tasting"
771,Isabell Dickerson,26/07/2024,09/08/2024,Milan,Barcelona,"Concerts, Cultural Festivals, Food Tours, Dancing Classes, Wine Tasting"
772,Kaiden Alvarez,10/08/2024,14/08/2024,Budapest,Berlin,"Cooking Classes, Sightseeing Tours, Dancing Classes, Scavenger Hunts, Art Exhibitions"
773,Kamari Guerrero,26/04/2024,03/05/2024,Milan,Florence,"Snorkeling Tours, Karaoke Nights, Escape Rooms, Segway Tours, Theme Parks"
774,Cheyanne May,17/03/2024,22/03/2024,Milan,Munich,"Kayaking, Theme Parks, Hot Air Balloon Rides, Zip Line Adventures, Group Cycling Tours"
775,Zayne Cruz,24/09/2024,08/10/2024,Rome,Madrid,"Rock Climbing, Theme Parks, Food Tours, Wine Tasting, Escape Rooms"
776,Tyree Bell,11/12/2024,23/12/2024,Vienna,Prague,"Football Matches, Dancing Classes, Zip Line Adventures, Theater Performances, Segway Tours"
777,Camryn Daugherty,22/07/2024,25/07/2024,Budapest,Lisbon,"Food Tours, Scavenger Hunts, Group Cycling Tours, Pub Crawls, Concerts"
778,Kathryn Bradford,17/10/2024,24/10/2024,Munich,Dublin,"River Cruises, Escape Rooms, Segway Tours, Rock Climbing, Food Tours"
779,Jagger Ashley,03/08/2024,06/08/2024,Barcelona,Amsterdam,"Sightseeing Tours, Theater Performances, Snorkeling Tours, Hot Air Balloon Rides, Escape Rooms"
780,Holden Marshall,29/09/2024,13/10/2024,Barcelona,Munich,"Theater Performances, Food Tours, Cooking Classes, Concerts, Escape Rooms"
781,Fletcher Harmon,18/12/2024,26/12/2024,Madrid,Paris,"Football Matches, Food Tours, Wine Tasting, Karaoke Nights, Beach Volleyball"
782,Cameron Stein,14/01/2024,22/01/2024,Zurich,Paris,"Beach Volleyball, Hiking Excursions, Football Matches, Sightseeing Tours, Segway Tours"
783,Maddison Sosa,26/05/2024,04/06/2024,Prague,Madrid,"Cultural Festivals, Sightseeing Tours, Cooking Classes, River Cruises, Art Exhibitions"
784,Lina Kaiser,15/08/2024,19/08/2024,Brussels,Dublin,"Wine Tasting, Cultural Festivals, Scavenger Hunts, Cooking Classes, Sightseeing Tours"
785,Regan Pennington,04/10/2024,13/10/2024,Rome,Zurich,"Karaoke Nights, Sightseeing Tours, Pub Crawls, Snorkeling Tours, River Cruises"
786,Enzo Brennan,03/12/2024,10/12/2024,Vienna,Budapest,"Cultural Festivals, Dancing Classes, Hiking Excursions, Zip Line Adventures, Food Tours"
787,Terrence Eaton,15/09/2024,26/09/2024,Vienna,Madrid,"Escape Rooms, Dancing Classes, Scavenger Hunts, Segway Tours, Pub Crawls"
788,Elisha Stone,09/11/2024,22/11/2024,Prague,Zurich,"Food Tours, Zip Line Adventures, Dancing Classes, Hot Air Balloon Rides, Cultural Festivals"
789,Kylee Mckenzie,07/06/2024,19/06/2024,Brussels,Budapest,"Cultural Festivals, Wine Tasting, Dancing Classes, Art Exhibitions, Pub Crawls"
790,Angela Beard,09/01/2024,13/01/2024,Barcelona,Berlin,"Art Exhibitions, Concerts, Sightseeing Tours, Hiking Excursions, Beach Volleyball"
791,Blaine Fields,18/07/2024,30/07/2024,Berlin,Amsterdam,"Karaoke Nights, Sightseeing Tours, Pub Crawls, Snorkeling Tours, Theater Performances"
792,Lamont Wells,25/10/2024,30/10/2024,Paris,Munich,"Pub Crawls, Karaoke Nights, Segway Tours, Theme Parks, Scavenger Hunts"
793,Maleah Owen,02/05/2024,12/05/2024,Milan,Brussels,"Hiking Excursions, Escape Rooms, Concerts, Rock Climbing, Karaoke Nights"
794,Anabel Holder,23/11/2024,26/11/2024,Florence,Brussels,"Zip Line Adventures, Rock Climbing, Football Matches, Cooking Classes, Snorkeling Tours"
795,Nash Little,19/03/2024,26/03/2024,Brussels,Amsterdam,"Kayaking, Cooking Classes, Zip Line Adventures, Scavenger Hunts, Art Exhibitions"
796,Grant Leon,09/08/2024,20/08/2024,Vienna,Brussels,"Sightseeing Tours, Escape Rooms, Theme Parks, Pub Crawls, Karaoke Nights"
797,Duncan Mcfarland,12/03/2024,19/03/2024,Brussels,Barcelona,"Concerts, Sightseeing Tours, Scavenger Hunts, River Cruises, Football Matches"
798,Beckham Mcguire,09/09/2024,15/09/2024,Budapest,Prague,"Hiking Excursions, Football Matches, Food Tours, River Cruises, Scavenger Hunts"
799,Dayami Juarez,02/04/2024,12/04/2024,Paris,Paris,"Food Tours, Zip Line Adventures, Segway Tours, Sightseeing Tours, Theater Performances"
800,Izabella Stephenson,27/07/2024,03/08/2024,Brussels,Madrid,"Pub Crawls, Theater Performances, Concerts, Group Cycling Tours, Scavenger Hunts"
801,Marley Sullivan,14/10/2024,17/10/2024,Prague,Zurich,"Group Cycling Tours, Escape Rooms, Segway Tours, Concerts, Theater Performances"
802,Nathanial Hess,29/10/2024,10/11/2024,Milan,Amsterdam,"Beach Volleyball, Theater Performances, Karaoke Nights, Wine Tasting, Food Tours"
803,Maleah Calderon,28/07/2024,31/07/2024,Munich,Berlin,"Sightseeing Tours, Dancing Classes, Hot Air Balloon Rides, Group Cycling Tours, Cooking Classes"
804,Kathleen Mcclure,27/09/2024,30/09/2024,Brussels,Barcelona,"Hiking Excursions, Theme Parks, Dancing Classes, Karaoke Nights, Escape Rooms"
805,Ronin Ware,08/11/2024,11/11/2024,Lisbon,Rome,"Dancing Classes, Beach Volleyball, Cooking Classes, Sightseeing Tours, Cultural Festivals"
806,Aryanna Reeves,10/05/2024,20/05/2024,Paris,Rome,"Dancing Classes, Sightseeing Tours, Wine Tasting, Rock Climbing, Beach Volleyball"
807,Kale Brewer,18/07/2024,23/07/2024,Zurich,Lisbon,"Segway Tours, Cooking Classes, Concerts, Dancing Classes, Sightseeing Tours"
808,Tobias Donaldson,08/10/2024,16/10/2024,Lisbon,Vienna,"Pub Crawls, Beach Volleyball, Art Exhibitions, Theme Parks, Food Tours"
809,Selena Donovan,08/05/2024,12/05/2024,Munich,Florence,"Segway Tours, Karaoke Nights, Scavenger Hunts, Theme Parks, Concerts"
810,Leila James,19/11/2024,23/11/2024,Prague,Lisbon,"Pub Crawls, Hiking Excursions, Football Matches, Hot Air Balloon Rides, Concerts"
811,Denzel Joyce,26/02/2024,09/03/2024,Milan,Berlin,"Theme Parks, Concerts, Hot Air Balloon Rides, Kayaking, Escape Rooms"
812,Maritza Barr,17/01/2024,30/01/2024,Amsterdam,Lisbon,"Theme Parks, Escape Rooms, Sightseeing Tours, Rock Climbing, Theater Performances"
813,Lilia Dunlap,21/02/2024,24/02/2024,Budapest,Madrid,"Art Exhibitions, Scavenger Hunts, River Cruises, Karaoke Nights, Beach Volleyball"
814,Azul Myers,30/03/2024,05/04/2024,Munich,Brussels,"Football Matches, Snorkeling Tours, Kayaking, Hiking Excursions, Cultural Festivals"
815,Harry Wilkins,28/04/2024,12/05/2024,Brussels,Budapest,"Group Cycling Tours, Cooking Classes, Beach Volleyball, Sightseeing Tours, Food Tours"
816,Christine Moses,02/08/2024,06/08/2024,Madrid,Vienna,"Kayaking, Concerts, Pub Crawls, Theme Parks, Scavenger Hunts"
817,Mario Mercer,29/03/2024,02/04/2024,Berlin,Prague,"Scavenger Hunts, Group Cycling Tours, Football Matches, Cooking Classes, Beach Volleyball"
818,Jensen Russell,24/11/2024,28/11/2024,Berlin,Munich,"Rock Climbing, River Cruises, Snorkeling Tours, Food Tours, Scavenger Hunts"
819,Abbey Skinner,11/11/2024,24/11/2024,Dublin,Paris,"Art Exhibitions, Karaoke Nights, Beach Volleyball, Sightseeing Tours, Cultural Festivals"
820,Juliana Daniel,22/01/2024,27/01/2024,Prague,Prague,"Hot Air Balloon Rides, Escape Rooms, Food Tours, River Cruises, Group Cycling Tours"
821,Lilly Mccullough,21/11/2024,30/11/2024,London,Berlin,"Group Cycling Tours, Segway Tours, Sightseeing Tours, Snorkeling Tours, Theater Performances"
822,Ada Camacho,24/12/2024,07/01/2025,Florence,London,"Hiking Excursions, Rock Climbing, Theater Performances, Art Exhibitions, Cultural Festivals"
823,Trey Rodriguez,26/06/2024,29/06/2024,Barcelona,Brussels,"Football Matches, Scavenger Hunts, Food Tours, Hot Air Balloon Rides, Wine Tasting"
824,Allan Mercado,03/10/2024,14/10/2024,Vienna,Dublin,"Scavenger Hunts, Art Exhibitions, Snorkeling Tours, Pub Crawls, Food Tours"
825,Dustin Zimmerman,04/09/2024,16/09/2024,Madrid,Vienna,"Karaoke Nights, Scavenger Hunts, Food Tours, River Cruises, Theater Performances"
826,Ireland Ford,04/03/2024,08/03/2024,Budapest,Madrid,"Rock Climbing, Theme Parks, Beach Volleyball, Cultural Festivals, Hot Air Balloon Rides"
827,Maci Boyle,07/11/2024,17/11/2024,Prague,Madrid,"Wine Tasting, Sightseeing Tours, Pub Crawls, Beach Volleyball, Theater Performances"
828,Ronin Rice,03/09/2024,08/09/2024,London,Amsterdam,"Escape Rooms, Pub Crawls, Hot Air Balloon Rides, Art Exhibitions, Kayaking"
829,Zion Rivera,30/03/2024,03/04/2024,Vienna,Paris,"Food Tours, Cooking Classes, Kayaking, Hot Air Balloon Rides, Theater Performances"
830,Reid Harding,04/03/2024,08/03/2024,Madrid,Berlin,"Hiking Excursions, Theme Parks, Zip Line Adventures, Food Tours, Cultural Festivals"
831,Marley Marks,30/07/2024,06/08/2024,Berlin,Budapest,"Beach Volleyball, Theater Performances, Theme Parks, Scavenger Hunts, Kayaking"
832,Valentina Ritter,01/11/2024,15/11/2024,Florence,Zurich,"Dancing Classes, Rock Climbing, Theater Performances, Art Exhibitions, Hot Air Balloon Rides"
833,Charlize Peck,19/02/2024,28/02/2024,Zurich,Budapest,"Food Tours, Rock Climbing, Group Cycling Tours, Zip Line Adventures, Dancing Classes"
834,Jase Joyce,19/04/2024,03/05/2024,Vienna,Munich,"Theme Parks, Dancing Classes, Kayaking, Cultural Festivals, Food Tours"
835,Kassandra Huffman,02/10/2024,14/10/2024,Prague,Brussels,"Snorkeling Tours, Zip Line Adventures, Group Cycling Tours, River Cruises, Segway Tours"
836,Elliot Bean,10/12/2024,15/12/2024,Milan,Munich,"Sightseeing Tours, Art Exhibitions, Rock Climbing, Hiking Excursions, Dancing Classes"
837,Calvin Davies,05/08/2024,18/08/2024,Lisbon,Amsterdam,"Rock Climbing, Cooking Classes, Escape Rooms, Zip Line Adventures, Segway Tours"
838,Mara Murillo,12/12/2024,25/12/2024,Milan,Prague,"Wine Tasting, Kayaking, Group Cycling Tours, Sightseeing Tours, Theme Parks"
839,Gunnar Farrell,18/07/2024,27/07/2024,Barcelona,Budapest,"Hiking Excursions, River Cruises, Segway Tours, Dancing Classes, Cooking Classes"
840,Ian Stein,16/12/2024,27/12/2024,Vienna,Florence,"Escape Rooms, Art Exhibitions, Snorkeling Tours, Kayaking, Cultural Festivals"
841,Addison Mack,30/05/2024,08/06/2024,Brussels,Rome,"Pub Crawls, Art Exhibitions, Food Tours, Sightseeing Tours, Beach Volleyball"
842,Lucian Davis,13/12/2024,21/12/2024,Paris,Brussels,"Segway Tours, Pub Crawls, Zip Line Adventures, Karaoke Nights, Cultural Festivals"
843,Ella Russo,18/02/2024,25/02/2024,Budapest,Milan,"Food Tours, Concerts, Group Cycling Tours, River Cruises, Snorkeling Tours"
844,Sydnee Miller,18/09/2024,28/09/2024,Vienna,Dublin,"Segway Tours, Escape Rooms, Food Tours, Karaoke Nights, Rock Climbing"
845,Tia Walsh,31/12/2024,08/01/2025,Madrid,Florence,"Football Matches, Segway Tours, Theater Performances, Pub Crawls, Theme Parks"
846,Paula Dunn,08/08/2024,15/08/2024,Brussels,Rome,"Scavenger Hunts, Cooking Classes, Wine Tasting, Snorkeling Tours, Escape Rooms"
847,Yasmin Irwin,09/05/2024,21/05/2024,Prague,London,"Dancing Classes, Food Tours, Theme Parks, Scavenger Hunts, Beach Volleyball"
848,Emilie Reilly,20/10/2024,31/10/2024,Budapest,London,"Sightseeing Tours, Group Cycling Tours, Escape Rooms, Hiking Excursions, Segway Tours"
849,Allan Guzman,30/05/2024,12/06/2024,Dublin,Vienna,"Dancing Classes, Sightseeing Tours, Scavenger Hunts, Karaoke Nights, Cooking Classes"
850,Hezekiah Mcmillan,10/01/2024,18/01/2024,Zurich,Paris,"River Cruises, Hot Air Balloon Rides, Pub Crawls, Theater Performances, Cultural Festivals"
851,Gretchen Medina,28/01/2024,03/02/2024,Dublin,Barcelona,"Art Exhibitions, River Cruises, Hot Air Balloon Rides, Kayaking, Zip Line Adventures"
852,Emery Chase,06/12/2024,10/12/2024,Vienna,Rome,"Segway Tours, Kayaking, Cooking Classes, Concerts, Group Cycling Tours"
853,Carley Shaffer,07/02/2024,20/02/2024,London,Prague,"Dancing Classes, Segway Tours, Food Tours, River Cruises, Hot Air Balloon Rides"
854,Kian Giles,04/11/2024,12/11/2024,Munich,Madrid,"Dancing Classes, Theater Performances, Hiking Excursions, River Cruises, Football Matches"
855,Kelton Ferguson,11/08/2024,18/08/2024,Budapest,Lisbon,"Pub Crawls, Concerts, Food Tours, Theater Performances, Kayaking"
856,Lawson Holland,02/10/2024,12/10/2024,Zurich,Vienna,"Kayaking, Snorkeling Tours, Group Cycling Tours, Segway Tours, Sightseeing Tours"
857,Lilliana Bradley,05/10/2024,17/10/2024,Rome,Budapest,"Art Exhibitions, River Cruises, Football Matches, Theater Performances, Kayaking"
858,April Hahn,06/08/2024,12/08/2024,Amsterdam,Zurich,"Escape Rooms, Group Cycling Tours, River Cruises, Segway Tours, Cooking Classes"
859,Raiden Cantu,21/02/2024,06/03/2024,Berlin,Prague,"Karaoke Nights, Snorkeling Tours, Cooking Classes, Scavenger Hunts, Escape Rooms"
860,Sienna Franklin,04/09/2024,10/09/2024,Barcelona,Dublin,"Food Tours, Escape Rooms, Hot Air Balloon Rides, Hiking Excursions, Group Cycling Tours"
861,Rene Marsh,22/10/2024,30/10/2024,Munich,London,"Segway Tours, Dancing Classes, Art Exhibitions, Hiking Excursions, Theme Parks"
862,Alayna Green,03/03/2024,10/03/2024,Milan,Zurich,"Cooking Classes, Hot Air Balloon Rides, Pub Crawls, Hiking Excursions, Group Cycling Tours"
863,Alexis Wilcox,16/06/2024,29/06/2024,Budapest,Brussels,"Dancing Classes, Pub Crawls, Karaoke Nights, Zip Line Adventures, Scavenger Hunts"
864,Declan Sullivan,07/06/2024,12/06/2024,Prague,Berlin,"Cultural Festivals, Art Exhibitions, Theme Parks, Karaoke Nights, Hiking Excursions"
865,Craig Colon,24/08/2024,07/09/2024,Milan,Lisbon,"Hot Air Balloon Rides, Art Exhibitions, Food Tours, Escape Rooms, Group Cycling Tours"
866,Mercedes Vaughan,06/07/2024,19/07/2024,Berlin,Lisbon,"Rock Climbing, Wine Tasting, Football Matches, Concerts, Dancing Classes"
867,Tyrell Yang,07/02/2024,18/02/2024,Budapest,Vienna,"Dancing Classes, Escape Rooms, Football Matches, Food Tours, Beach Volleyball"
868,Freddy Frye,12/05/2024,26/05/2024,Florence,Budapest,"Rock Climbing, Concerts, Football Matches, Theme Parks, Group Cycling Tours"
869,Mariyah Rhodes,04/03/2024,18/03/2024,Budapest,Zurich,"Hot Air Balloon Rides, Group Cycling Tours, Football Matches, Pub Crawls, Cultural Festivals"
870,Tristin Estes,01/06/2024,14/06/2024,Florence,Paris,"Food Tours, Dancing Classes, Scavenger Hunts, Wine Tasting, Group Cycling Tours"
871,Jaylene Chung,26/04/2024,01/05/2024,Amsterdam,Munich,"Food Tours, Escape Rooms, Zip Line Adventures, Hot Air Balloon Rides, Art Exhibitions"
872,Carla Shaffer,28/02/2024,07/03/2024,Munich,Lisbon,"Theme Parks, Zip Line Adventures, Hiking Excursions, Karaoke Nights, Beach Volleyball"
873,Deon Murphy,28/06/2024,12/07/2024,Dublin,Dublin,"Dancing Classes, Segway Tours, Food Tours, Cooking Classes, Sightseeing Tours"
874,Kailey Mcdonald,15/08/2024,22/08/2024,Zurich,Florence,"Scavenger Hunts, Escape Rooms, Wine Tasting, Football Matches, Food Tours"
875,Kadyn Harvey,25/02/2024,10/03/2024,Berlin,London,"River Cruises, Art Exhibitions, Pub Crawls, Hiking Excursions, Sightseeing Tours"
876,Jude Francis,03/08/2024,16/08/2024,Milan,Budapest,"Cultural Festivals, River Cruises, Snorkeling Tours, Cooking Classes, Scavenger Hunts"
877,Andy Webster,08/05/2024,19/05/2024,Dublin,Paris,"Cultural Festivals, Segway Tours, Art Exhibitions, Karaoke Nights, Hot Air Balloon Rides"
878,Taliyah Love,14/07/2024,18/07/2024,Amsterdam,Paris,"Hiking Excursions, Cooking Classes, Group Cycling Tours, Escape Rooms, Art Exhibitions"
879,Antony Cherry,25/04/2024,02/05/2024,Berlin,Budapest,"Beach Volleyball, Theme Parks, Hiking Excursions, Art Exhibitions, Pub Crawls"
880,Roland Waters,18/12/2024,01/01/2025,Zurich,Budapest,"Karaoke Nights, Escape Rooms, Scavenger Hunts, Art Exhibitions, Kayaking"
881,Gilberto Marshall,09/05/2024,13/05/2024,Prague,Rome,"Cooking Classes, Hot Air Balloon Rides, Karaoke Nights, Food Tours, Kayaking"
882,Taniya Leblanc,29/12/2024,01/01/2025,Brussels,Madrid,"Food Tours, Karaoke Nights, Theme Parks, Concerts, Pub Crawls"
883,Damarion Shannon,16/07/2024,29/07/2024,Madrid,Brussels,"Hiking Excursions, Theme Parks, Cultural Festivals, Food Tours, Pub Crawls"
884,Jermaine Ali,03/08/2024,12/08/2024,Munich,Brussels,"Hot Air Balloon Rides, Concerts, Kayaking, Hiking Excursions, Snorkeling Tours"
885,Lilliana Solis,26/06/2024,09/07/2024,Amsterdam,Dublin,"Dancing Classes, Theme Parks, Zip Line Adventures, Wine Tasting, Snorkeling Tours"
886,Nicholas Gentry,27/01/2024,10/02/2024,Dublin,Berlin,"Cooking Classes, Dancing Classes, Scavenger Hunts, Wine Tasting, Kayaking"
887,Xiomara Cuevas,29/05/2024,05/06/2024,Madrid,Amsterdam,"Theater Performances, Wine Tasting, Football Matches, Art Exhibitions, Karaoke Nights"
888,Julianna Mason,13/03/2024,18/03/2024,Berlin,Florence,"Pub Crawls, Zip Line Adventures, Wine Tasting, Karaoke Nights, Football Matches"
889,Deven Lamb,14/03/2024,17/03/2024,Munich,Paris,"Zip Line Adventures, Segway Tours, Scavenger Hunts, Food Tours, Hiking Excursions"
890,Armani Vasquez,28/07/2024,08/08/2024,Berlin,Amsterdam,"Snorkeling Tours, Kayaking, Theme Parks, Sightseeing Tours, Food Tours"
891,Krystal Mcgrath,27/10/2024,10/11/2024,Dublin,Budapest,"Rock Climbing, River Cruises, Theater Performances, Escape Rooms, Food Tours"
892,Jean Wiggins,23/04/2024,03/05/2024,Vienna,Paris,"Snorkeling Tours, Cultural Festivals, Karaoke Nights, Hiking Excursions, Zip Line Adventures"
893,Gary Cain,01/12/2024,14/12/2024,Amsterdam,Zurich,"Cultural Festivals, Hot Air Balloon Rides, Beach Volleyball, Kayaking, Football Matches"
894,Carlos Tate,01/01/2024,08/01/2024,Vienna,Paris,"Zip Line Adventures, Group Cycling Tours, Scavenger Hunts, Theater Performances, Cooking Classes"
895,Miles Meza,15/08/2024,21/08/2024,Brussels,Berlin,"Scavenger Hunts, River Cruises, Theater Performances, Zip Line Adventures, Dancing Classes"
896,Warren Delacruz,12/12/2024,25/12/2024,Lisbon,Rome,"Cultural Festivals, Karaoke Nights, Football Matches, Theater Performances, Concerts"
897,Sophia Thomas,17/05/2024,22/05/2024,Vienna,London,"Rock Climbing, Wine Tasting, Theme Parks, Escape Rooms, Art Exhibitions"
898,Howard Flynn,15/02/2024,25/02/2024,Paris,Brussels,"Theater Performances, Art Exhibitions, Theme Parks, Group Cycling Tours, Cooking Classes"
899,Mekhi Meyers,24/02/2024,03/03/2024,Berlin,Madrid,"Karaoke Nights, Escape Rooms, Food Tours, Kayaking, Art Exhibitions"
900,Charlie Mullins,03/07/2024,16/07/2024,London,Vienna,"Sightseeing Tours, Escape Rooms, Rock Climbing, Kayaking, River Cruises"
901,Hunter Dickerson,14/02/2024,26/02/2024,London,Milan,"Hiking Excursions, Segway Tours, Food Tours, Kayaking, Sightseeing Tours"
902,Landin Leblanc,08/10/2024,17/10/2024,Amsterdam,Amsterdam,"Group Cycling Tours, Rock Climbing, Hiking Excursions, Scavenger Hunts, Segway Tours"
903,Alisson Gill,03/11/2024,13/11/2024,Budapest,Zurich,"Escape Rooms, Cultural Festivals, Theme Parks, Cooking Classes, River Cruises"
904,Elliana Vang,11/09/2024,19/09/2024,Zurich,Prague,"Segway Tours, Pub Crawls, River Cruises, Cooking Classes, Karaoke Nights"
905,Haylie Hart,19/12/2024,25/12/2024,London,Brussels,"Sightseeing Tours, Zip Line Adventures, Beach Volleyball, Hot Air Balloon Rides, Kayaking"
906,Desiree Mercado,23/06/2024,28/06/2024,Amsterdam,Lisbon,"Football Matches, Concerts, Dancing Classes, Scavenger Hunts, Zip Line Adventures"
907,Myla Knapp,02/05/2024,15/05/2024,Prague,London,"Theater Performances, Scavenger Hunts, Zip Line Adventures, Pub Crawls, Theme Parks"
908,Kaylie Stone,29/05/2024,01/06/2024,Rome,Munich,"Art Exhibitions, Rock Climbing, Sightseeing Tours, River Cruises, Wine Tasting"
909,Zachery Bernard,09/03/2024,16/03/2024,Vienna,Rome,"Rock Climbing, Dancing Classes, River Cruises, Theater Performances, Karaoke Nights"
910,Sarai Booth,16/10/2024,28/10/2024,Rome,Prague,"Dancing Classes, Hiking Excursions, Group Cycling Tours, Food Tours, Pub Crawls"
911,Jacey Becker,26/01/2024,08/02/2024,Rome,Rome,"Cooking Classes, Dancing Classes, Snorkeling Tours, Beach Volleyball, Football Matches"
912,Cecilia Bender,24/12/2024,06/01/2025,Vienna,Amsterdam,"Cooking Classes, Theater Performances, Kayaking, Food Tours, Pub Crawls"
913,Amber Stein,17/11/2024,24/11/2024,Amsterdam,Amsterdam,"Snorkeling Tours, Scavenger Hunts, Cooking Classes, River Cruises, Segway Tours"
914,Tessa Vang,05/05/2024,11/05/2024,Zurich,Florence,"Art Exhibitions, Theater Performances, Karaoke Nights, Football Matches, Segway Tours"
915,Genevieve Madden,20/07/2024,25/07/2024,Brussels,Paris,"Karaoke Nights, Wine Tasting, Scavenger Hunts, Art Exhibitions, Group Cycling Tours"
916,Kendrick Briggs,18/11/2024,22/11/2024,Amsterdam,Barcelona,"Art Exhibitions, Kayaking, Escape Rooms, Wine Tasting, Group Cycling Tours"
917,Corbin Larsen,19/10/2024,23/10/2024,Milan,Brussels,"Pub Crawls, Escape Rooms, Snorkeling Tours, Hiking Excursions, Theater Performances"
918,Cohen Roach,04/10/2024,18/10/2024,Paris,Vienna,"Beach Volleyball, Zip Line Adventures, Segway Tours, Football Matches, Theater Performances"
919,Randall Powell,15/03/2024,27/03/2024,Brussels,Lisbon,"Wine Tasting, Kayaking, Escape Rooms, River Cruises, Food Tours"
920,Madalynn Sanchez,14/01/2024,22/01/2024,Madrid,Munich,"Hiking Excursions, Concerts, Football Matches, Dancing Classes, Art Exhibitions"
921,Fatima Crawford,24/10/2024,05/11/2024,Dublin,Amsterdam,"Wine Tasting, Karaoke Nights, River Cruises, Scavenger Hunts, Segway Tours"
